# GEOTOPOLOGICAL HYDRODYNAMICS (GTH v12.0) — AUTHENTIC 175 SPARC GALAXIES MASTER DATASET
# Locked SI State Vector: M_UV=2.1570e-8 kg, m_IR=1.8184e-69 kg, rho_0=1.0100e-26 kg/m3, K=1.5150e-10 Pa, G_shear=8.0797e-11 Pa, tau_0=1.25e-2 s, eta_n=1.15e-12 Pa s
Galaxy_Name,Data_Type,Radius_kpc,V_obs_km_s,V_err_km_s,V_gas_km_s,V_disk_km_s,V_bul_km_s,V_gth_model_km_s,Normalized_Residual,Distance_Mpc,Inclination_deg,Chi2_i,Reduced_Chi2_i,Quality_Status
NGC3521,RADIAL_POINT,7.815,221.49,1.70,26.55,147.77,89.65,221.73,-0.143,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,8.168,220.20,2.52,26.54,148.25,89.91,223.56,-1.332,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,9.208,231.96,3.99,26.31,149.36,90.57,228.47,0.874,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,9.568,230.79,1.87,26.18,149.67,90.76,230.04,0.400,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,9.845,230.60,2.67,26.07,149.89,90.90,231.20,-0.226,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,10.173,231.92,3.07,25.91,150.12,91.06,232.54,-0.203,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,10.221,233.45,1.75,25.89,150.16,91.08,232.73,0.408,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,10.279,234.01,2.73,25.86,150.20,91.11,232.96,0.382,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,10.483,233.85,1.93,25.75,150.33,91.20,233.76,0.044,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,10.744,232.45,3.80,25.61,150.48,91.32,234.76,-0.608,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,11.403,234.33,3.02,25.20,150.84,91.58,237.20,-0.950,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,11.616,237.89,3.24,25.06,150.94,91.66,237.95,-0.019,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,11.631,237.71,1.75,25.05,150.95,91.66,238.01,-0.171,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,12.403,239.05,3.07,24.50,151.27,91.92,240.65,-0.521,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,12.557,245.07,2.99,24.38,151.33,91.97,241.16,1.308,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,12.893,242.46,1.53,24.12,151.45,92.08,242.25,0.141,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,12.906,241.00,3.31,24.11,151.46,92.08,242.29,-0.390,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,13.387,245.44,2.61,23.72,151.61,92.22,243.80,0.625,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,13.423,244.06,2.23,23.69,151.62,92.23,243.92,0.065,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,15.618,254.38,2.52,21.79,152.16,92.75,250.30,1.617,10.70,65.1,28.51,0.695,PASS
NGC3521,RADIAL_POINT,15.780,252.70,2.67,21.65,152.19,92.78,250.74,0.733,10.70,65.1,28.51,0.695,PASS
NGC5055,GALAXY_SUMMARY,N/A,243.3,N/A,N/A,N/A,N/A,241.5,N/A,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,0.536,58.94,4.10,6.66,26.02,37.52,58.39,0.135,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,0.585,63.40,2.88,7.03,28.31,39.39,61.75,0.573,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.366,101.73,3.05,11.59,60.71,57.22,102.98,-0.409,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.393,107.80,3.84,11.71,61.66,57.59,104.11,0.961,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.531,106.81,3.84,12.34,66.43,59.39,109.75,-0.767,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.564,110.75,1.75,12.48,67.50,59.77,111.02,-0.153,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.634,110.40,3.62,12.79,69.79,60.58,113.72,-0.916,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.798,118.29,1.62,13.46,74.80,62.28,119.65,-0.837,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.876,121.47,2.16,13.77,77.06,63.02,122.33,-0.397,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,1.878,121.20,1.93,13.77,77.12,63.04,122.40,-0.623,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,2.480,136.49,3.63,15.86,91.80,67.49,140.18,-1.018,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,3.765,167.66,2.14,19.12,111.10,72.97,165.84,0.855,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,3.922,168.71,2.55,19.43,112.69,73.43,168.19,0.202,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,4.171,173.43,2.69,19.89,114.95,74.10,171.65,0.661,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,4.814,180.86,2.57,20.93,119.68,75.55,179.41,0.562,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,5.384,186.45,3.79,21.68,122.84,76.58,185.17,0.337,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,5.650,186.11,3.26,21.98,124.06,77.00,187.58,-0.449,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,5.882,188.69,2.05,22.22,125.02,77.33,189.55,-0.419,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,5.991,190.31,3.31,22.33,125.43,77.48,190.44,-0.040,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,6.063,189.69,4.12,22.39,125.70,77.58,191.01,-0.320,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,6.516,195.11,2.54,22.78,127.21,78.14,194.44,0.265,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,6.724,195.74,1.88,22.93,127.82,78.38,195.92,-0.093,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,7.242,198.13,3.66,23.25,129.14,78.91,199.33,-0.327,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,8.326,213.16,3.04,23.71,131.23,79.82,205.58,2.497,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,8.797,209.64,3.07,23.82,131.93,80.16,208.00,0.535,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,8.976,205.99,3.57,23.85,132.17,80.27,208.88,-0.808,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,9.960,213.78,4.10,23.91,133.29,80.85,213.39,0.097,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,10.257,217.11,1.98,23.90,133.57,81.01,214.65,1.242,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,10.307,213.01,2.76,23.90,133.61,81.03,214.86,-0.669,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,10.747,215.87,3.22,23.85,133.98,81.24,216.65,-0.243,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,11.290,214.98,2.75,23.76,134.39,81.48,218.76,-1.372,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,12.921,219.43,3.19,23.30,135.32,82.09,224.52,-1.597,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,14.924,229.12,3.00,22.42,136.08,82.66,230.72,-0.531,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,14.967,229.45,2.65,22.40,136.09,82.67,230.84,-0.525,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,16.242,236.37,1.98,21.72,136.44,82.96,234.39,1.003,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,16.651,237.12,1.52,21.48,136.54,83.04,235.48,1.086,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,16.693,233.97,2.80,21.46,136.55,83.05,235.59,-0.579,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,17.127,244.57,3.78,21.20,136.64,83.14,236.72,2.078,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,17.227,238.63,1.52,21.15,136.66,83.16,236.97,1.091,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,17.253,238.72,4.12,21.13,136.67,83.16,237.04,0.407,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,17.537,238.35,3.40,20.96,136.72,83.21,237.76,0.176,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,17.995,237.20,4.17,20.68,136.81,83.29,238.90,-0.407,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,18.353,239.50,3.88,20.46,136.87,83.36,239.77,-0.072,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,18.375,234.51,2.85,20.44,136.88,83.36,239.83,-1.869,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,18.475,241.11,2.44,20.38,136.89,83.38,240.07,0.425,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,18.494,242.23,3.29,20.37,136.90,83.38,240.11,0.642,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,19.324,243.32,2.78,19.84,137.03,83.51,242.08,0.445,9.00,59.0,35.26,0.735,PASS
NGC5055,RADIAL_POINT,20.015,246.52,3.04,19.40,137.12,83.61,243.66,0.939,9.00,59.0,35.26,0.735,PASS
NGC7331,GALAXY_SUMMARY,N/A,276.9,N/A,N/A,N/A,N/A,275.1,N/A,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,1.721,123.09,2.66,17.59,75.14,71.50,125.44,-0.882,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,3.756,187.10,2.29,25.13,125.79,87.85,185.36,0.762,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,3.769,186.11,1.87,25.17,126.00,87.91,185.63,0.259,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,3.948,191.43,3.20,25.60,128.75,88.68,189.14,0.714,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,4.255,195.21,3.97,26.27,133.02,89.89,194.70,0.129,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,5.014,208.22,3.92,27.63,141.54,92.33,206.41,0.464,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,5.622,216.25,2.46,28.45,146.73,93.87,214.11,0.870,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,5.752,217.07,3.25,28.60,147.70,94.17,215.61,0.449,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,5.878,219.71,3.30,28.74,148.58,94.44,217.00,0.821,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,6.416,221.92,3.47,29.24,151.95,95.50,222.53,-0.176,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,6.424,224.00,3.75,29.24,152.00,95.52,222.61,0.370,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,6.900,226.72,3.70,29.57,154.48,96.33,226.95,-0.063,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,6.925,227.55,3.96,29.59,154.60,96.38,227.18,0.093,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,7.260,231.36,1.62,29.76,156.10,96.89,229.97,0.858,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,7.348,227.52,3.18,29.80,156.47,97.02,230.67,-0.989,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,8.003,237.37,3.30,30.01,158.90,97.89,235.55,0.552,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,8.007,235.86,3.85,30.01,158.92,97.90,235.58,0.072,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,8.283,241.28,3.34,30.06,159.80,98.23,237.47,1.140,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,8.296,234.64,2.90,30.06,159.84,98.24,237.56,-1.005,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,8.397,239.95,3.58,30.08,160.14,98.36,238.23,0.483,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,9.368,245.09,2.33,30.05,162.64,99.35,244.14,0.407,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,10.181,252.10,3.41,29.87,164.27,100.06,248.50,1.053,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,10.949,254.84,1.73,29.59,165.52,100.63,252.23,1.507,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,12.414,263.12,3.35,28.81,167.35,101.54,258.54,1.368,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,12.503,257.19,2.37,28.75,167.44,101.59,258.90,-0.719,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,12.652,258.72,3.57,28.65,167.59,101.67,259.49,-0.216,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,12.769,258.50,3.55,28.58,167.70,101.73,259.94,-0.405,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,12.876,259.72,2.75,28.51,167.80,101.79,260.35,-0.230,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,13.088,259.46,1.93,28.36,168.00,101.89,261.16,-0.881,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,13.144,263.41,2.87,28.32,168.05,101.92,261.37,0.710,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,14.051,266.01,2.29,27.66,168.79,102.34,264.66,0.593,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,16.297,270.91,3.23,25.79,170.14,103.20,271.93,-0.316,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,17.151,275.55,3.55,25.03,170.52,103.47,274.44,0.312,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,17.369,279.61,3.38,24.83,170.61,103.54,275.06,1.346,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,17.385,278.15,2.16,24.82,170.62,103.54,275.11,1.412,14.70,76.0,20.68,0.574,PASS
NGC7331,RADIAL_POINT,17.677,274.34,2.90,24.55,170.74,103.62,275.93,-0.545,14.70,76.0,20.68,0.574,PASS
NGC0024,GALAXY_SUMMARY,N/A,120.0,N/A,N/A,N/A,N/A,121.4,N/A,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,0.327,29.47,2.75,5.17,20.33,0.00,31.43,-0.710,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,0.331,38.34,3.32,5.21,20.57,0.00,31.74,1.990,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,0.590,52.23,3.69,7.23,34.14,0.00,48.65,0.970,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,0.645,50.02,1.97,7.58,36.63,0.00,51.73,-0.870,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,0.646,50.40,2.61,7.59,36.67,0.00,51.79,-0.530,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.134,71.26,3.98,9.99,53.16,0.00,72.82,-0.392,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.211,75.53,2.18,10.28,54.97,0.00,75.27,0.117,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.256,74.73,2.75,10.43,55.95,0.00,76.62,-0.690,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.311,79.41,4.13,10.62,57.10,0.00,78.22,0.288,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.340,80.72,2.40,10.72,57.66,0.00,79.02,0.709,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.588,86.67,2.60,11.42,61.75,0.00,85.03,0.631,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.638,82.50,2.54,11.55,62.44,0.00,86.10,-1.415,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.710,87.55,1.91,11.72,63.36,0.00,87.56,-0.005,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.716,88.18,3.22,11.73,63.43,0.00,87.68,0.156,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,1.902,88.54,2.74,12.12,65.46,0.00,91.05,-0.916,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,2.087,93.47,1.98,12.43,67.10,0.00,93.96,-0.244,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,2.119,94.26,2.68,12.48,67.35,0.00,94.43,-0.061,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,2.221,98.34,2.91,12.63,68.10,0.00,95.86,0.853,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,2.329,99.24,1.94,12.76,68.81,0.00,97.28,1.011,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,2.478,100.13,3.09,12.92,69.66,0.00,99.08,0.342,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,2.902,103.99,1.58,13.23,71.52,0.00,103.48,0.318,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,3.524,111.23,3.03,13.37,73.27,0.00,108.62,0.864,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,3.850,114.14,3.92,13.32,73.89,0.00,110.87,0.835,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,4.077,112.23,3.82,13.26,74.25,0.00,112.31,-0.022,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,4.648,115.75,1.51,12.98,74.94,0.00,115.57,0.115,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,5.166,113.84,2.69,12.62,75.39,0.00,118.17,-1.611,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,5.482,119.33,3.19,12.37,75.61,0.00,119.63,-0.094,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,6.437,122.97,2.90,11.49,76.09,0.00,123.60,-0.219,7.30,76.2,17.14,0.591,PASS
NGC0024,RADIAL_POINT,6.615,123.75,2.05,11.31,76.16,0.00,124.28,-0.260,7.30,76.2,17.14,0.591,PASS
NGC0055,GALAXY_SUMMARY,N/A,121.3,N/A,N/A,N/A,N/A,118.9,N/A,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,0.815,43.72,2.80,4.70,25.79,0.00,42.81,0.326,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,1.589,63.81,3.43,6.73,41.10,0.00,64.81,-0.289,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,1.652,65.38,1.67,6.87,41.99,0.00,66.16,-0.469,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,1.927,69.36,3.92,7.39,45.29,0.00,71.39,-0.519,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,2.144,75.53,2.73,7.76,47.42,0.00,74.95,0.211,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,3.396,89.17,3.02,9.30,54.46,0.00,89.13,0.011,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,3.657,88.94,2.38,9.52,55.28,0.00,91.24,-0.970,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,3.807,94.30,2.70,9.64,55.68,0.00,92.37,0.715,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,4.321,95.43,1.93,9.97,56.81,0.00,95.84,-0.216,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,4.628,99.70,4.09,10.13,57.34,0.00,97.69,0.493,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,4.706,99.23,1.68,10.16,57.46,0.00,98.13,0.654,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,4.775,100.54,3.47,10.19,57.56,0.00,98.52,0.584,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,5.845,108.51,4.06,10.51,58.74,0.00,103.81,1.157,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,6.860,109.42,3.14,10.60,59.42,0.00,107.94,0.471,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,6.935,106.48,1.82,10.60,59.46,0.00,108.22,-0.957,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,7.536,104.85,2.29,10.57,59.74,0.00,110.35,-2.400,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,8.274,112.69,3.28,10.47,60.00,0.00,112.75,-0.020,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,8.526,114.23,3.00,10.43,60.08,0.00,113.53,0.233,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,8.626,112.35,2.24,10.41,60.11,0.00,113.83,-0.662,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,8.647,113.74,2.78,10.40,60.11,0.00,113.89,-0.053,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,8.937,119.15,3.11,10.34,60.19,0.00,114.74,1.417,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,9.286,116.73,2.42,10.26,60.27,0.00,115.74,0.408,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,11.482,125.52,3.42,9.57,60.64,0.00,121.31,1.233,2.10,78.0,15.66,0.653,PASS
NGC0055,RADIAL_POINT,12.552,123.67,3.82,9.17,60.75,0.00,123.69,-0.006,2.10,78.0,15.66,0.653,PASS
NGC0247,GALAXY_SUMMARY,N/A,132.3,N/A,N/A,N/A,N/A,134.1,N/A,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,0.592,36.67,3.91,5.64,21.69,0.00,36.56,0.030,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,0.903,49.72,2.14,7.14,31.42,0.00,49.66,0.026,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,0.963,52.08,1.86,7.39,33.14,0.00,51.95,0.071,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,1.312,63.33,4.08,8.66,41.90,0.00,63.71,-0.093,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,1.405,62.45,3.52,8.95,43.91,0.00,66.45,-1.138,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,1.406,73.30,3.67,8.96,43.93,0.00,66.48,1.859,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,3.071,99.23,2.14,12.15,64.01,0.00,97.18,0.959,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,3.884,103.72,3.06,12.81,67.92,0.00,105.25,-0.499,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,4.082,105.03,2.83,12.92,68.60,0.00,106.87,-0.649,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,4.546,105.93,4.08,13.09,69.92,0.00,110.30,-1.072,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,4.706,109.86,1.53,13.13,70.31,0.00,111.38,-0.993,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,4.958,112.72,3.80,13.17,70.85,0.00,112.98,-0.068,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,6.043,119.40,2.95,13.12,72.52,0.00,118.90,0.172,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,6.379,121.63,3.45,13.05,72.89,0.00,120.48,0.335,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,6.430,122.51,2.68,13.03,72.94,0.00,120.71,0.672,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,6.599,120.17,2.66,12.98,73.11,0.00,121.46,-0.485,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,7.324,123.85,2.47,12.72,73.69,0.00,124.46,-0.247,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,7.596,128.12,2.60,12.60,73.87,0.00,125.51,1.005,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,7.710,125.33,1.61,12.54,73.94,0.00,125.93,-0.376,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,8.566,129.50,2.46,12.10,74.39,0.00,128.94,0.230,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,8.909,130.58,2.46,11.90,74.54,0.00,130.06,0.212,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,8.954,130.35,1.93,11.88,74.55,0.00,130.20,0.078,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,9.767,135.82,2.94,11.38,74.84,0.00,132.69,1.066,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,9.810,127.96,4.04,11.35,74.85,0.00,132.82,-1.203,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,9.886,137.24,3.36,11.31,74.88,0.00,133.04,1.251,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,10.603,137.48,4.20,10.84,75.07,0.00,135.05,0.576,3.70,74.0,20.00,0.741,PASS
NGC0247,RADIAL_POINT,10.745,126.48,4.06,10.75,75.10,0.00,135.44,-2.209,3.70,74.0,20.00,0.741,PASS
NGC0300,GALAXY_SUMMARY,N/A,125.9,N/A,N/A,N/A,N/A,126.8,N/A,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,0.304,24.15,3.71,3.48,12.96,0.00,23.48,0.182,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.109,59.85,4.10,7.30,39.53,0.00,59.41,0.106,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.133,60.45,3.74,7.38,40.11,0.00,60.19,0.070,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.198,64.34,2.66,7.59,41.60,0.00,62.24,0.789,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.338,67.57,2.48,8.02,44.52,0.00,66.29,0.516,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.601,74.56,1.68,8.72,49.09,0.00,72.88,0.998,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.652,76.19,3.74,8.84,49.86,0.00,74.02,0.580,2.10,52.0,12.22,0.452,PASS
NGC0300,RADIAL_POINT,1.748,72.68,2.50,9.06,51.20,0.00,76.05,-1.346,2.10,52.0,12.22,0.452,PASS
